cov_1_1,cov_1_2,cov_1_4,cov_1_5,cov_1_7,cov_1_8,cov_1_10,cov_1_11,cov_2_2,cov_2_4,cov_2_5,cov_2_7,cov_2_8,cov_2_10,cov_2_11,cov_4_4,cov_4_5,cov_4_7,cov_4_8,cov_4_10,cov_4_11,cov_5_5,cov_5_7,cov_5_8,cov_5_10,cov_5_11,cov_7_7,cov_7_8,cov_7_10,cov_7_11,cov_8_8,cov_8_10,cov_8_11,cov_10_10,cov_10_11,cov_11_11,Condition,WindSpeed,DC1_RPM,DC2_RPM,Wind_Direction,Temperature,Preciptation,Generator_on_off,Power_kW,Pitch_deg,Yaw,Azimuth
1604.69396409711,15.5391427662932,234.360730665333,-29.1988977053932,-29.6961078945895,-174.435498240131,5.29463591306014,13.2085148850527,103.044169011889,76.5503318661707,1.50108545377451,12.4471346448766,-18.3374759283005,1.31657595831161,0.71924464139213,930.615527879051,42.061398681681,201.407742642983,-5.26225585632005,30.8383243494488,18.3601028487482,41.8855669863789,9.19007979934019,17.5913753467476,-7.42316102895673,-3.29634616612479,179.613283548501,-4.27534471211721,5.90066205331511,5.57186959220292,114.25876376627,-12.5456855315853,-6.92136288855769,21.4097576280784,1.81780536365623,7.45858215849846,repaired,4.40722572218136,31.9920684107747,31.9888467583937,301.618,1.058571,0.005801928,1,-0.1874917,-0.810438945747558,10.01649,79.4433194657022
1861.7846619729,10.6468778269771,287.175682966693,-1.10131928817593,-8.38404808110676,-143.507229268271,17.342183988801,5.47243344732246,95.4210766320903,72.4344632036974,2.00338945558059,8.70923958393552,-18.2835168867321,0.000606174003217849,-0.580738382514636,949.331012270761,46.3375245804873,199.875430398067,-6.88698329651619,26.6156326221138,18.8318593420751,39.4267076945443,13.8119640828845,16.4807370400641,-6.38152384722654,-2.56731763133606,175.612774495255,-11.5257144595774,5.02710440419368,6.46397797266131,114.47936116694,-7.99979768760611,-7.28081832235197,20.626188135704,1.36021666627252,8.0425064732525,repaired,3.77942058037485,31.9947924796766,31.9947925655618,310.6925,1.005459,0.005801928,1,-0.186697,-0.728025581610719,9.987154,169.102944057934
1805.13683840435,3.94235123550939,443.755405806501,-34.0915347668025,137.278927302557,-165.15045508426,33.648916434141,32.9398383759875,107.49364406723,62.1099144012394,4.10254448192264,23.6058235205856,-3.7978382723977,0.429474680995947,-4.21291897646007,1151.22314466754,12.4977364744077,234.319529875022,11.2108867241329,39.4606687831021,18.196925732773,39.6637888491933,-2.60966507130156,15.8886801913024,-9.55261067573442,-3.92370785580858,188.428118415023,1.61826445733251,10.6466539840819,3.97569973029986,111.046334623948,-7.22918799770648,-5.97998826592381,21.7249251366925,2.47632102650436,8.00005654002891,repaired,3.64257247506278,31.9546002223642,31.9556595992859,306.4801,0.9938399,0.005801928,1,-0.1865698,-1.2515579117606,9.990298,18.8808043905846
1687.30958369283,-41.761691199195,500.063708282167,-33.6670170664837,83.6050241913628,-114.007261709233,36.1752253608737,14.6218691393244,80.9677785873487,29.9140431420999,5.40072353059181,20.1490151455874,6.71751459539058,-10.4071234447898,-2.02895995645167,913.904396466797,18.0750607070455,168.633243285551,22.0836890556846,23.7450292106415,14.919672694357,43.1845567178007,-0.189292398645281,22.1959789037837,-9.30850560448865,-3.74658269660974,174.000092558032,-3.2493620273565,4.25735131436999,4.66401478555259,115.793101271168,-5.43925539720571,-6.39864233765286,21.3917490250422,2.4026470915413,7.8805281806455,repaired,3.63252539870336,31.8800514146342,31.8815960305032,315.7829,0.9534914,0.005801928,1,-0.1864188,-1.35657045861623,10.016,-35.3694459284005
1630.13665185747,-39.5783239734247,264.017484311424,-31.3282491082143,-20.6608656639855,-146.01460986195,14.0242344119637,6.75133998260304,88.566564037248,55.4171356985973,0.558191830576237,20.7837645426201,-2.68890889851984,-1.72487489320559,-0.361811301369596,934.596178620732,28.7118694458159,185.297925461695,29.9256716383356,32.3059660138898,15.9979697804109,45.3794275975314,1.64425728808839,23.2011561581039,-10.8986552598998,-3.7821363239807,172.855470195076,-6.73864313097101,2.6118860167477,4.16803327887791,106.605524491037,-8.88777423159447,-5.01561710516047,23.1728031023569,2.39808915704571,7.31488071807716,repaired,3.41285760808168,30.4289518069842,31.6387330650414,307.007,0.9001334,0.005801928,1,-0.1873487,-1.35811243185769,10.03614,-42.4104793698824
1395.63709348399,-27.9942162059122,326.776995126391,-30.2165705604888,68.3272084977297,-143.447130114344,13.3109500210659,16.8132905464785,89.3695393465542,41.2416658524655,0.606904577480628,28.5491766427953,-0.373213753592242,-5.44510907561631,-3.08846300351606,1025.33949510633,3.84546654512207,197.665697056529,40.4207208044338,39.6750294744816,15.5943493464974,44.3538428759936,-7.17266445389902,16.5544315498905,-11.2624278432507,-4.63620081046381,169.116774931802,0.0381883009463589,7.39996245861551,2.26324371070128,109.466411885647,-4.771226438899,-5.34403902244249,24.7412718113222,2.63443842358795,7.94617050683298,repaired,3.65635353463119,31.9947925294645,32.0096040514348,307.0692,0.7779119,0.005801928,1,-0.1874361,-0.958990896475756,10.03084,-98.9075106300876
2108.65516798837,-42.9269046769458,204.773183881423,-8.96761585234159,-52.4553083203573,-151.852824598403,19.9972469590253,6.47625530628275,96.6824034530242,58.3797527487245,2.97099028373564,19.9857650439441,-9.2816600540831,0.0142316224429222,-0.980761186040419,982.27167972686,33.6816773782,191.505651445628,15.9635605199613,23.6631760169632,19.8572665526293,42.2878199046768,4.47836587749874,21.2541892331092,-9.7160710359785,-3.63878438079281,175.540001906136,-11.4036816313965,2.27123482216222,4.25959024475744,114.862464239156,-7.30763484151115,-7.07476740095676,26.192497391753,2.73443338272071,8.77536736619075,repaired,3.64618074400159,30.0442196681683,30.0988627463027,318.9094,0.6566125,0.005801928,1,-0.1573238,-1.36023598185403,10.03025,-20.7981317141592
1985.21789603827,36.7114395570002,138.382321032575,0.864195707453369,-22.6941234843073,-197.637503238477,1.88293677825017,3.53846400436612,124.492820841387,91.0126076556394,2.84789425625054,4.18065290291974,-24.2481524297982,4.74671440403604,2.60561104922187,958.513168893861,49.22131399008,203.507565928196,6.96419956799988,40.38739995345,19.9725217607145,42.5735221372775,14.0805713860501,10.8093363779845,-7.05378345174829,-1.89449597136878,180.77918344123,-4.25835614213297,8.43462834844213,4.74812958383552,110.394259494503,-12.4453870581374,-4.39715125119065,24.0194665119388,1.38791855205224,8.18398782755584,repaired,3.73049954226723,31.9507591802027,31.9500889272149,321.1511,0.6418543,0.005802325,1,-0.1251532,-1.36784382912717,10.06812,64.9112491154793
1952.37606412455,51.4353348391407,118.430338493124,10.9870092407306,9.542963398078,-195.052895202014,-1.75848118842573,8.03923174474502,131.01086022137,100.683380640721,3.60314636905661,7.51808375616354,-27.7214435063297,6.34845015659463,2.48006716020911,983.464529984848,42.3371471637962,205.5880944794,6.53283322654972,43.9817011610676,20.0060205142294,39.0670893948183,11.1187094149792,5.60402297077939,-6.69620638580694,-1.98809486750719,178.51726816858,-2.93612263368333,10.4364632727734,3.77247194022038,108.680794004461,-12.9039045384047,-4.52445019391967,23.5039399514943,1.45354235104294,8.30494193135671,repaired,3.18912835368067,31.9947924794705,31.9947924634125,322.5249,0.5396999,0.005801928,1,-0.1207663,-0.949975721196443,10.05941,113.625435439178
2021.51529304127,62.3311965690617,468.245574791549,1.98314951216696,108.599890233399,-152.137323761511,47.1924799884886,11.9327650647907,114.739263686207,83.0925696339137,4.50827444732791,0.302022431185535,-21.9059897496495,-7.45900796448916,-1.26182172350634,998.098947940836,36.9906400676386,185.286806686115,-12.1151697282923,28.836189335264,19.8091793779326,44.6988689286062,18.0910357332875,5.65167333263454,-6.60902549116159,0.726813798908388,188.353917674797,-0.407647127135268,7.73433984806348,5.65631401718078,125.938240155081,-8.6272200417901,-6.71203834984818,22.7742606242322,0.54317913619109,9.73845339994753,repaired,3.41551640437489,30.0948334075976,30.0659726362608,311.4349,0.335669,0.005801928,1,-0.1768742,-1.38078307704461,10.07427,77.8349121646396
