Cov1_1,Cov1_2,Cov1_4,Cov1_5,Cov1_7,Cov1_8,Cov1_10,Cov1_11,Cov2_2,Cov2_4,Cov2_5,Cov2_7,Cov2_8,Cov2_10,Cov2_11,Cov4_4,Cov4_5,Cov4_7,Cov4_8,Cov4_10,Cov4_11,Cov5_5,Cov5_7,Cov5_8,Cov5_10,Cov5_11,Cov7_7,Cov7_8,Cov7_10,Cov7_11,Cov8_8,Cov8_10,Cov8_11,Cov10_10,Cov10_11,Cov11_11,WindSpeed,DC1_RPM,DC2_RPM,Wind_Direction,Temperature,Preciptation,Generator_on_off,Power_kW,Pitch_deg,Yaw,Azimuth,novelty_index
1604.69396409711,15.5391427662932,234.360730665333,-29.1988977053932,-29.6961078945895,-174.435498240131,5.29463591306014,13.2085148850527,103.044169011889,76.5503318661707,1.50108545377451,12.4471346448766,-18.3374759283005,1.31657595831161,0.71924464139213,930.615527879051,42.061398681681,201.407742642983,-5.26225585632005,30.8383243494488,18.3601028487482,41.8855669863789,9.19007979934019,17.5913753467476,-7.42316102895673,-3.29634616612479,179.613283548501,-4.27534471211721,5.90066205331511,5.57186959220292,114.25876376627,-12.5456855315853,-6.92136288855769,21.4097576280784,1.81780536365623,7.45858215849846,4.40722572218136,31.9920684107747,31.9888467583937,301.618,1.058571,0.005801928,1,-0.1874917,-0.810438945747558,10.01649,79.4433194657022,6.07995923470741
1861.7846619729,10.6468778269771,287.175682966693,-1.10131928817593,-8.38404808110676,-143.507229268271,17.342183988801,5.47243344732246,95.4210766320903,72.4344632036974,2.00338945558059,8.70923958393552,-18.2835168867321,0.000606174003217849,-0.580738382514636,949.331012270761,46.3375245804873,199.875430398067,-6.88698329651619,26.6156326221138,18.8318593420751,39.4267076945443,13.8119640828845,16.4807370400641,-6.38152384722654,-2.56731763133606,175.612774495255,-11.5257144595774,5.02710440419368,6.46397797266131,114.47936116694,-7.99979768760611,-7.28081832235197,20.626188135704,1.36021666627252,8.0425064732525,3.77942058037485,31.9947924796766,31.9947925655618,310.6925,1.005459,0.005801928,1,-0.186697,-0.728025581610719,9.987154,169.102944057934,6.13142342760163
1805.13683840435,3.94235123550939,443.755405806501,-34.0915347668025,137.278927302557,-165.15045508426,33.648916434141,32.9398383759875,107.49364406723,62.1099144012394,4.10254448192264,23.6058235205856,-3.7978382723977,0.429474680995947,-4.21291897646007,1151.22314466754,12.4977364744077,234.319529875022,11.2108867241329,39.4606687831021,18.196925732773,39.6637888491933,-2.60966507130156,15.8886801913024,-9.55261067573442,-3.92370785580858,188.428118415023,1.61826445733251,10.6466539840819,3.97569973029986,111.046334623948,-7.22918799770648,-5.97998826592381,21.7249251366925,2.47632102650436,8.00005654002891,3.64257247506278,31.9546002223642,31.9556595992859,306.4801,0.9938399,0.005801928,1,-0.1865698,-1.2515579117606,9.990298,18.8808043905846,6.50893540801635
1687.30958369283,-41.761691199195,500.063708282167,-33.6670170664837,83.6050241913628,-114.007261709233,36.1752253608737,14.6218691393244,80.9677785873487,29.9140431420999,5.40072353059181,20.1490151455874,6.71751459539058,-10.4071234447898,-2.02895995645167,913.904396466797,18.0750607070455,168.633243285551,22.0836890556846,23.7450292106415,14.919672694357,43.1845567178007,-0.189292398645281,22.1959789037837,-9.30850560448865,-3.74658269660974,174.000092558032,-3.2493620273565,4.25735131436999,4.66401478555259,115.793101271168,-5.43925539720571,-6.39864233765286,21.3917490250422,2.4026470915413,7.8805281806455,3.63252539870336,31.8800514146342,31.8815960305032,315.7829,0.9534914,0.005801928,1,-0.1864188,-1.35657045861623,10.016,-35.3694459284005,6.36539625380673
1630.13665185747,-39.5783239734247,264.017484311424,-31.3282491082143,-20.6608656639855,-146.01460986195,14.0242344119637,6.75133998260304,88.566564037248,55.4171356985973,0.558191830576237,20.7837645426201,-2.68890889851984,-1.72487489320559,-0.361811301369596,934.596178620732,28.7118694458159,185.297925461695,29.9256716383356,32.3059660138898,15.9979697804109,45.3794275975314,1.64425728808839,23.2011561581039,-10.8986552598998,-3.7821363239807,172.855470195076,-6.73864313097101,2.6118860167477,4.16803327887791,106.605524491037,-8.88777423159447,-5.01561710516047,23.1728031023569,2.39808915704571,7.31488071807716,3.41285760808168,30.4289518069842,31.6387330650414,307.007,0.9001334,0.005801928,1,-0.1873487,-1.35811243185769,10.03614,-42.4104793698824,6.31952254638118
1395.63709348399,-27.9942162059122,326.776995126391,-30.2165705604888,68.3272084977297,-143.447130114344,13.3109500210659,16.8132905464785,89.3695393465542,41.2416658524655,0.606904577480628,28.5491766427953,-0.373213753592242,-5.44510907561631,-3.08846300351606,1025.33949510633,3.84546654512207,197.665697056529,40.4207208044338,39.6750294744816,15.5943493464974,44.3538428759936,-7.17266445389902,16.5544315498905,-11.2624278432507,-4.63620081046381,169.116774931802,0.0381883009463589,7.39996245861551,2.26324371070128,109.466411885647,-4.771226438899,-5.34403902244249,24.7412718113222,2.63443842358795,7.94617050683298,3.65635353463119,31.9947925294645,32.0096040514348,307.0692,0.7779119,0.005801928,1,-0.1874361,-0.958990896475756,10.03084,-98.9075106300876,6.7940332909481
2108.65516798837,-42.9269046769458,204.773183881423,-8.96761585234159,-52.4553083203573,-151.852824598403,19.9972469590253,6.47625530628275,96.6824034530242,58.3797527487245,2.97099028373564,19.9857650439441,-9.2816600540831,0.0142316224429222,-0.980761186040419,982.27167972686,33.6816773782,191.505651445628,15.9635605199613,23.6631760169632,19.8572665526293,42.2878199046768,4.47836587749874,21.2541892331092,-9.7160710359785,-3.63878438079281,175.540001906136,-11.4036816313965,2.27123482216222,4.25959024475744,114.862464239156,-7.30763484151115,-7.07476740095676,26.192497391753,2.73443338272071,8.77536736619075,3.64618074400159,30.0442196681683,30.0988627463027,318.9094,0.6566125,0.005801928,1,-0.1573238,-1.36023598185403,10.03025,-20.7981317141592,7.24881546844535
1985.21789603827,36.7114395570002,138.382321032575,0.864195707453369,-22.6941234843073,-197.637503238477,1.88293677825017,3.53846400436612,124.492820841387,91.0126076556394,2.84789425625054,4.18065290291974,-24.2481524297982,4.74671440403604,2.60561104922187,958.513168893861,49.22131399008,203.507565928196,6.96419956799988,40.38739995345,19.9725217607145,42.5735221372775,14.0805713860501,10.8093363779845,-7.05378345174829,-1.89449597136878,180.77918344123,-4.25835614213297,8.43462834844213,4.74812958383552,110.394259494503,-12.4453870581374,-4.39715125119065,24.0194665119388,1.38791855205224,8.18398782755584,3.73049954226723,31.9507591802027,31.9500889272149,321.1511,0.6418543,0.005802325,1,-0.1251532,-1.36784382912717,10.06812,64.9112491154793,6.29031587551798
1952.37606412455,51.4353348391407,118.430338493124,10.9870092407306,9.542963398078,-195.052895202014,-1.75848118842573,8.03923174474502,131.01086022137,100.683380640721,3.60314636905661,7.51808375616354,-27.7214435063297,6.34845015659463,2.48006716020911,983.464529984848,42.3371471637962,205.5880944794,6.53283322654972,43.9817011610676,20.0060205142294,39.0670893948183,11.1187094149792,5.60402297077939,-6.69620638580694,-1.98809486750719,178.51726816858,-2.93612263368333,10.4364632727734,3.77247194022038,108.680794004461,-12.9039045384047,-4.52445019391967,23.5039399514943,1.45354235104294,8.30494193135671,3.18912835368067,31.9947924794705,31.9947924634125,322.5249,0.5396999,0.005801928,1,-0.1207663,-0.949975721196443,10.05941,113.625435439178,6.5259958106121
2021.51529304127,62.3311965690617,468.245574791549,1.98314951216696,108.599890233399,-152.137323761511,47.1924799884886,11.9327650647907,114.739263686207,83.0925696339137,4.50827444732791,0.302022431185535,-21.9059897496495,-7.45900796448916,-1.26182172350634,998.098947940836,36.9906400676386,185.286806686115,-12.1151697282923,28.836189335264,19.8091793779326,44.6988689286062,18.0910357332875,5.65167333263454,-6.60902549116159,0.726813798908388,188.353917674797,-0.407647127135268,7.73433984806348,5.65631401718078,125.938240155081,-8.6272200417901,-6.71203834984818,22.7742606242322,0.54317913619109,9.73845339994753,3.41551640437489,30.0948334075976,30.0659726362608,311.4349,0.335669,0.005801928,1,-0.1768742,-1.38078307704461,10.07427,77.8349121646396,6.01214427067482
2148.40970460868,3.45985370084205,493.84108835869,-53.7890398871025,107.472807323698,-184.981087415656,30.3090478700956,19.4706230684953,85.0840270221773,61.8471530977116,-1.75877363912334,20.5126898626769,-1.21213671039282,-1.54738566257208,-1.32348508149194,1268.92353198426,7.48170413800237,235.453958452388,22.9938223613473,36.6638585029118,9.5027573198314,41.0945215841367,-11.7704709596788,21.5730347184726,-11.3765338938016,-4.98107233431212,176.190443891554,-1.9278789654411,12.3817865575343,0.462468190081746,110.462424143243,-7.98679548328845,-5.67177059533048,25.9720893293822,1.57058485284774,8.86825520116883,3.336791157718,31.9081505447323,31.8979591000026,268.5537,-0.2670933,0.005801928,1,-0.1724316,-1.35651705381017,10.01668,-86.1436556203724,10.4021508874589
1946.59586537348,64.5829808334241,304.391395999128,-21.3680099941758,122.557866233696,-195.474120213835,5.45165662677592,19.1496767659855,115.495390837441,89.8074525173711,5.8788974503369,17.3074020399778,-17.456874065926,1.12988206722439,-1.60213836073836,1190.71965124048,9.55868450309571,241.95535649759,-14.4569018217934,42.0035276914716,20.1643735342484,37.4283062395298,0.251532443401175,13.3858726226521,-5.80897955231183,-4.29955253236115,201.069315913274,1.99352637502917,12.7217687236183,3.50683220747756,121.780380445166,-7.7291787158565,-8.07904255384305,20.4490580970976,1.55383844651732,8.38407381433534,5.11776844580927,32.0123213273475,32.0227987190872,317.173,0.5414165,0.005801769,1,-0.1743946,-0.0694233064602063,10.0207,165.714205048198,5.69957634659412
2096.80658378979,8.3034013319968,167.572415042582,-12.6801892120055,-62.2576773162854,-163.931082830035,-19.816424044227,2.17566549007122,84.8833644297772,55.1509165892896,2.44856662800842,9.08118531046444,-12.6170804772429,-2.56470478688725,-1.31563785221808,1043.82949062952,25.5449965931786,209.847258998457,-17.8735007587241,27.3061328661172,22.3011221162856,37.2719102471073,4.56907934866447,25.1918396190299,-4.85435791477245,-4.47729632591465,191.432872782827,-6.07780038961537,5.97928529933313,4.58978072756254,123.259936708559,-5.07654176663135,-9.93446002185706,21.0496203094644,2.12834920370897,8.67294821294716,5.40966887296487,32.016411057033,32.0274253802843,312.1082,0.5328652,0.005801928,1,-0.174331,-0.21035153032034,10.01796,-160.19792264063,6.64573714888192
1942.5139537038,-12.8082802333158,561.136297194342,-49.3268907150906,146.264508400077,-152.928362379292,27.2191658019929,24.4127275165672,94.9499105112455,25.3880698988059,3.7224492038986,12.8406042686421,4.93828021086264,-7.58295171987464,-4.11354422913731,1174.75605353606,1.25187877007239,233.003230031066,2.45755394363457,31.9676390419652,18.2393290086526,41.9231966555596,-5.56630582831082,25.2962231249792,-8.41045978905961,-5.05186399121127,192.933660247021,-1.30349149119418,7.89973069908259,4.979656340511,123.995587802392,-3.96675976759916,-7.540161830224,18.9086281532765,2.3008790121347,7.92302528767621,5.11912067846696,31.9947925677827,32.0099508002145,314.6219,0.5404707,0.005801928,1,-0.1735363,-0.0552267243705054,10.02896,-135.574346906585,5.31281684042711
2010.71815188489,-20.4307189290667,171.4575518999,-20.1536185796369,-73.9334372536852,-140.614717087623,-5.95129740797817,4.12067933453318,85.5941239760068,55.5019024017924,1.01896632862467,15.0334420768145,-8.64721019982825,-1.93268263380325,-0.950525215955299,1035.67520733949,23.985877669888,210.797753050168,3.27165906216858,24.4187004386782,19.510984749881,40.3141306537555,-1.32791932966316,24.9372123059946,-7.01987002298438,-4.36064302770842,183.73742271428,-12.7037645457498,5.72561537119928,4.23069768622942,121.9345750426,-5.74988504633487,-9.37488280524292,22.8769419021592,2.73322985551515,8.86710425702235,5.55240176161866,32.0131882231684,32.0243337300054,314.8639,0.5445795,0.005801928,1,-0.1733138,-0.0877016710964273,10.03183,-124.527058676521,6.39620981421024
1761.31148541532,-15.4143386035517,166.039861565457,-54.6514527779901,-23.4711813912567,-185.814206185392,-14.1881723669834,10.2042378184079,90.3030376476302,39.1006088128787,-2.84093880285114,24.9382072598787,-1.00064619665672,-3.91621894001729,-0.562938966204517,1086.14390751015,7.08622691798026,210.138457200537,28.8820448482304,41.551702092065,18.3463470085259,44.0766265441811,-13.5990318771487,25.0555747410236,-9.02366732925467,-6.23904253398901,184.337073557521,-3.1557261358753,6.09614906999727,3.67535359585558,114.587329256742,-8.03164070984807,-7.16655077234357,21.2795745817251,2.89846165495791,7.57139138674854,5.0826986949955,32.0134029802739,32.0264318485848,313.5749,0.5253947,0.005801928,1,-0.1734568,-0.184034407824809,10.03119,-86.7611018337999,6.17344603852748
2050.21035757482,-39.3872779301479,509.444680684121,-50.0815205702835,91.1788682494641,-144.557514333784,20.8255948441177,15.2174700246173,88.7359534287799,18.0752964778554,4.61260202710011,14.2085357648461,8.50165933844855,-7.00787626459018,-2.85599086644878,1093.18884373894,10.3466471477747,216.187791844058,3.09805852733066,24.503547502196,18.6723765495301,42.2938214684183,-4.15133949604659,32.3536533278766,-8.11604836727327,-5.30330559715855,187.825469841795,-5.81784583564521,4.38099006297814,6.18421400006686,124.967136206564,-5.1359366825522,-8.01187932268697,17.9301495451188,2.45398854564142,7.60113790608472,5.32152549798364,32.0111662306341,32.0233822505454,310.9001,0.5404946,0.00564934,1,-0.1745218,-0.0873144405700805,10.03279,-74.8795390269858,6.07753349820291
1825.9295086625,-4.1699573779147,420.939492987033,-53.4276872447085,125.733506460626,-179.580735424947,15.7701583971701,26.6589950451076,106.580258966875,34.0589451857084,0.916693010718046,26.9716032295019,2.90985943726427,-4.86790521480977,-3.68051548607729,1235.05482666723,-7.72824771046852,244.669174989742,19.9742165214802,45.6583518584303,19.1208972166308,42.3202629409526,-15.3260898353782,17.4847982939346,-10.4730634142676,-6.19066838064191,197.057053651369,3.71592205274719,11.2316654924584,3.9967787004367,121.377819459325,-6.33551780783015,-7.16285620116458,20.9100543090572,2.82177561596487,8.25327401511707,5.62997888043445,32.0127925101407,32.0260951182058,305.8428,0.4632628,0.005649499,1,-0.1740688,-0.185132639792525,10.02228,-55.5008085892731,5.40639147122249
2043.00475717047,-4.02191724340034,294.468770025612,-31.2483542205245,-31.7759797778698,-177.822867678696,-13.2593039500284,6.39267506527211,87.5584452051867,50.4151078887595,3.32568397039045,9.2044186665193,-6.83671238654835,-5.71227780662594,-0.554146688625219,1005.37261808805,19.5423273294398,193.514665613387,-8.30186855353579,28.0603195541324,22.5152885270348,43.6377509451899,7.26339545439916,29.1125359839656,-5.95202080696099,-3.89998140237124,204.866658812534,5.14084115409292,3.95107026879253,6.02875984495966,127.97323381598,-7.45093439835826,-7.33075851334122,22.3406501180313,2.05542426268113,7.95420467539035,6.21203078447041,32.032751462512,32.0328399760295,306.4421,0.443474,0.00564926,1,-0.1735681,-0.384597387520302,10.02952,-10.1033352170085,6.78801091788979
1952.22677097129,41.2316638548039,233.637607920206,-20.2106552389207,-31.8975748073985,-178.577565374913,-2.58379316493482,0.64722670099305,109.979591734104,82.5104837169794,3.18806925443756,-2.97412519531991,-19.8855598267898,-3.81664545248183,1.27492954006336,963.583215015731,43.812646947386,192.843418618071,-24.3788540243931,26.6984951393724,21.9680612415873,45.6626559804406,18.4960259397983,18.1554014393165,-5.61762475427896,-1.93306926065072,203.351257619448,1.20686965946689,6.38298841601689,6.26760898368164,130.927148915815,-10.2764382956771,-7.6491631093641,20.1458786017429,1.49555385544351,8.312587808184,5.61299154218942,32.0158649566257,32.0283024537589,304.235,0.3923968,0.005650452,1,-0.1742913,-0.26809325249812,10.03015,61.3584044320385,5.21407823713061
